row_id,product_id,product_name,category,Subcategory
21216,TEC-CO-3593,"Brother Fax and Copier, High-Speed",Technology,Copiers
28658,OFF-EN-4440,"GlobeWeis Interoffice Envelope, Security-Tint",Office Supplies,Envelopes
43033,FUR-BO-3890,"Dania Classic Bookcase, Mobile",Furniture,Bookcases
5572,FUR-CH-5408,"Novimex Steel Folding Chair, Red",Furniture,Chairs
22566,FUR-TA-3769,"Chromcraft Round Table, Adjustable Height",Furniture,Tables
30532,FUR-BO-5941,"Sauder 3-Shelf Cabinet, Mobile",Furniture,Bookcases
20447,FUR-CH-5447,"Office Star Rocking Chair, Black",Furniture,Chairs
17080,FUR-CH-4523,"Harbour Creations Chairmat, Black",Furniture,Chairs
20473,FUR-CH-5441,"Office Star Executive Leather Armchair, Adjustable",Furniture,Chairs
6986,TEC-CO-3604,"Brother Personal Copier, Color",Technology,Copiers
21509,TEC-PH-3132,"Apple Headset, Cordless",Technology,Phones
11750,TEC-CO-3595,"Brother Fax Machine, Color",Technology,Copiers
13841,FUR-BO-3902,"Dania Library with Doors, Mobile",Furniture,Bookcases
2637,OFF-ST-6046,"Smead Lockers, Blue",Office Supplies,Storage
18758,OFF-AR-3527,"Boston Canvas, Fluorescent",Office Supplies,Art
14285,FUR-BO-4863,"Ikea Library with Doors, Traditional",Furniture,Bookcases
10584,FUR-TA-5072,"Lesro Wood Table, Fully Assembled",Furniture,Tables
25363,FUR-BO-4861,"Ikea Library with Doors, Mobile",Furniture,Bookcases
19553,TEC-AC-5894,"SanDisk Router, Bluetooth",Technology,Accessories
23939,TEC-PH-5260,"Motorola Office Telephone, Full Size",Technology,Phones
31695,OFF-ST-6218,Super Decoflex Portable Personal File,Office Supplies,Storage
8673,FUR-CH-5441,"Office Star Executive Leather Armchair, Adjustable",Furniture,Chairs
23413,FUR-CH-5442,"Office Star Executive Leather Armchair, Black",Furniture,Chairs
7405,FUR-CH-5395,"Novimex Rocking Chair, Black",Furniture,Chairs
29589,TEC-AC-5225,"Memorex Router, Programmable",Technology,Accessories
975,OFF-ST-5693,"Rogers File Cart, Single Width",Office Supplies,Storage
38565,OFF-PA-6431,Xerox 1882,Office Supplies,Paper
36480,OFF-ST-4255,Fellowes Desktop Hanging File Manager,Office Supplies,Storage
7904,FUR-CH-5443,"Office Star Executive Leather Armchair, Red",Furniture,Chairs
33031,OFF-AP-4606,Holmes HEPA Air Purifier,Office Supplies,Appliances
13536,TEC-PH-3807,"Cisco Smart Phone, with Caller ID",Technology,Phones
499,TEC-CO-4568,"Hewlett Copy Machine, Color",Technology,Copiers
8872,TEC-CO-4589,"Hewlett Personal Copier, Laser",Technology,Copiers
21696,OFF-AP-3875,"Cuisinart Stove, White",Office Supplies,Appliances
8361,FUR-TA-3419,"Bevis Computer Table, with Bottom Storage",Furniture,Tables
6378,FUR-BO-4860,"Ikea Library with Doors, Metal",Furniture,Bookcases
13603,TEC-PH-3800,"Cisco Signal Booster, Cordless",Technology,Phones
219,TEC-PH-3150,"Apple Speaker Phone, Cordless",Technology,Phones
22986,TEC-MA-5503,"Okidata Inkjet, Wireless",Technology,Machines
28575,TEC-MA-5021,"Konica Receipt Printer, Wireless",Technology,Machines
28829,FUR-TA-3442,"Bevis Wood Table, with Bottom Storage",Furniture,Tables
7950,FUR-BO-5771,"Safco Corner Shelving, Traditional",Furniture,Bookcases
33032,TEC-PH-5833,Samsung Replacement EH64AVFWE Premium Headset,Technology,Phones
36481,OFF-BI-3266,Avery Durable Poly Binders,Office Supplies,Binders
9495,TEC-AC-3405,"Belkin Router, USB",Technology,Accessories
24108,FUR-BO-3625,"Bush Classic Bookcase, Mobile",Furniture,Bookcases
16069,FUR-BO-3889,"Dania Classic Bookcase, Metal",Furniture,Bookcases
39444,OFF-FA-6129,Staples,Office Supplies,Fasteners
3801,OFF-ST-4268,"Fellowes Lockers, Single Width",Office Supplies,Storage
41763,FUR-CH-4564,"Harbour Creations Swivel Stool, Set of Two",Furniture,Chairs
36576,TEC-AC-5713,Rosewill 107 Normal Keys USB Wired Standard Keyboard,Technology,Accessories
11761,TEC-AC-3402,"Belkin Router, Bluetooth",Technology,Accessories
7215,TEC-PH-3818,"Cisco Speaker Phone, with Caller ID",Technology,Phones
48037,OFF-AP-3869,"Cuisinart Refrigerator, Red",Office Supplies,Appliances
47693,TEC-PH-5360,"Nokia Speaker Phone, with Caller ID",Technology,Phones
34272,OFF-PA-6537,Xerox 198,Office Supplies,Paper
33033,OFF-AR-5300,Newell 322,Office Supplies,Art
14884,OFF-EN-3664,"Cameo Interoffice Envelope, with clear poly window",Office Supplies,Envelopes
2579,TEC-AC-3405,"Belkin Router, USB",Technology,Accessories
5747,FUR-BO-3900,"Dania Floating Shelf Set, Traditional",Furniture,Bookcases
28699,TEC-CO-4588,"Hewlett Personal Copier, High-Speed",Technology,Copiers
23455,TEC-CO-4791,"HP Wireless Fax, High-Speed",Technology,Copiers
25629,FUR-BO-5746,"Safco 3-Shelf Cabinet, Mobile",Furniture,Bookcases
11631,OFF-AP-4731,"Hoover Microwave, Red",Office Supplies,Appliances
29122,OFF-SU-4990,"Kleencut Shears, High Speed",Office Supplies,Supplies
29399,OFF-ST-4267,"Fellowes Lockers, Industrial",Office Supplies,Storage
9222,TEC-AC-5897,"SanDisk Router, USB",Technology,Accessories
13242,TEC-CO-5992,"Sharp Copy Machine, Laser",Technology,Copiers
27170,TEC-PH-5267,"Motorola Smart Phone, Cordless",Technology,Phones
27371,OFF-ST-4057,"Eldon File Cart, Single Width",Office Supplies,Storage
36597,FUR-TA-4677,Hon Rectangular Conference Tables,Furniture,Tables
25378,TEC-PH-3802,"Cisco Signal Booster, VoIP",Technology,Phones
16737,TEC-CO-5996,"Sharp Fax and Copier, Laser",Technology,Copiers
23503,FUR-CH-4683,"Hon Rocking Chair, Red",Furniture,Chairs
11753,TEC-AC-5889,"SanDisk Numeric Keypad, USB",Technology,Accessories
31263,TEC-MA-5007,"Konica Inkjet, White",Technology,Machines
47691,FUR-BO-5971,"Sauder Stackable Bookrack, Mobile",Furniture,Bookcases
50470,TEC-MA-5573,"Panasonic Printer, White",Technology,Machines
36598,TEC-AC-5605,Plantronics CS510 - Over-the-Head monaural Wireless Headset System,Technology,Accessories
22615,FUR-BO-3902,"Dania Library with Doors, Mobile",Furniture,Bookcases
29337,TEC-CO-4766,"HP Copy Machine, High-Speed",Technology,Copiers
50636,FUR-BO-5961,"Sauder Floating Shelf Set, Pine",Furniture,Bookcases
39464,FUR-TA-5045,Laminate Occasional Tables,Furniture,Tables
3303,TEC-CO-4791,"HP Wireless Fax, High-Speed",Technology,Copiers
17301,TEC-CO-5998,"Sharp Fax Machine, Digital",Technology,Copiers
42760,TEC-PH-3803,"Cisco Signal Booster, with Caller ID",Technology,Phones
28410,OFF-ST-5708,"Rogers Shelving, Wire Frame",Office Supplies,Storage
19738,FUR-BO-5761,"Safco Classic Bookcase, Mobile",Furniture,Bookcases
29715,FUR-FU-4102,"Eldon Stacking Tray, Duo Pack",Furniture,Furnishings
12479,TEC-CO-3609,"Brother Wireless Fax, Digital",Technology,Copiers
9113,FUR-BO-5787,"Safco Library with Doors, Pine",Furniture,Bookcases
7676,TEC-PH-5268,"Motorola Smart Phone, Full Size",Technology,Phones
1857,FUR-BO-3892,"Dania Classic Bookcase, Traditional",Furniture,Bookcases
13720,TEC-PH-3133,"Apple Headset, Full Size",Technology,Phones
8207,OFF-ST-6047,"Smead Lockers, Industrial",Office Supplies,Storage
43965,OFF-ST-6033,"Smead File Cart, Single Width",Office Supplies,Storage
23545,OFF-AP-4742,"Hoover Stove, Black",Office Supplies,Appliances
3943,TEC-CO-4773,"HP Fax Machine, Color",Technology,Copiers
50436,TEC-PH-5842,"Samsung Smart Phone, with Caller ID",Technology,Phones
23581,TEC-PH-5249,"Motorola Audio Dock, with Caller ID",Technology,Phones
43420,OFF-PA-3986,"Eaton Cards & Envelopes, 8.5 x 11",Office Supplies,Paper
37023,TEC-PH-6014,ShoreTel ShorePhone IP 230 VoIP phone,Technology,Phones
35693,TEC-PH-5622,Polycom SoundPoint IP 450 VoIP phone,Technology,Phones
35106,FUR-CH-5426,"Office Star - Contemporary Task Swivel chair with Loop Arms, Charcoal",Furniture,Chairs
26505,TEC-CO-4590,"Hewlett Wireless Fax, Color",Technology,Copiers
49003,TEC-MA-6136,"StarTech Card Printer, Durable",Technology,Machines
7545,FUR-CH-4532,"Harbour Creations Executive Leather Armchair, Red",Furniture,Chairs
12370,TEC-CO-3609,"Brother Wireless Fax, Digital",Technology,Copiers
10450,TEC-AC-4187,"Enermax Router, Programmable",Technology,Accessories
2122,FUR-CH-5446,"Office Star Rocking Chair, Adjustable",Furniture,Chairs
25171,OFF-ST-6262,"Tenex Lockers, Industrial",Office Supplies,Storage
4444,TEC-CO-3597,"Brother Fax Machine, High-Speed",Technology,Copiers
20081,OFF-ST-6247,"Tenex File Cart, Industrial",Office Supplies,Storage
26684,FUR-TA-4647,"Hon Conference Table, Rectangular",Furniture,Tables
48363,FUR-FU-5728,"Rubbermaid Frame, Duo Pack",Furniture,Furnishings
38652,OFF-BI-4280,Fellowes Presentation Covers for Comb Binding Machines,Office Supplies,Binders
40216,FUR-FU-5158,Luxo Adjustable Task Clamp Lamp,Furniture,Furnishings
38763,OFF-FA-6129,Staples,Office Supplies,Fasteners
35108,FUR-CH-4421,"Global Push Button Manager's Chair, Indigo",Furniture,Chairs
48849,TEC-PH-5267,"Motorola Smart Phone, Cordless",Technology,Phones
34743,OFF-FA-6129,Staples,Office Supplies,Fasteners
16270,TEC-MA-4199,"Epson Inkjet, Wireless",Technology,Machines
8221,TEC-CO-3599,"Brother Ink, Color",Technology,Copiers
26115,TEC-MA-5503,"Okidata Inkjet, Wireless",Technology,Machines
6626,TEC-PH-3805,"Cisco Smart Phone, Cordless",Technology,Phones
29075,FUR-FU-4067,"Eldon Frame, Erganomic",Furniture,Furnishings
40218,TEC-PH-5828,Samsung HM1900 Bluetooth Headset,Technology,Phones
25995,OFF-AP-4732,"Hoover Microwave, Silver",Office Supplies,Appliances
28227,TEC-MA-4196,"Epson Card Printer, Wireless",Technology,Machines
29342,FUR-CH-4546,"Harbour Creations Rocking Chair, Red",Furniture,Chairs
25773,FUR-BO-5949,"Sauder Classic Bookcase, Mobile",Furniture,Bookcases
8642,FUR-TA-3357,"Barricks Wood Table, Fully Assembled",Furniture,Tables
29281,FUR-CH-4561,"Harbour Creations Swivel Stool, Adjustable",Furniture,Chairs
19137,TEC-MA-5547,"Panasonic Inkjet, Red",Technology,Machines
49903,FUR-CH-5457,"Office Star Swivel Stool, Set of Two",Furniture,Chairs
20595,OFF-AP-4950,"KitchenAid Blender, Silver",Office Supplies,Appliances
18736,FUR-FU-3942,"Deflect-O Frame, Durable",Furniture,Furnishings
24419,TEC-MA-5574,"Panasonic Printer, Wireless",Technology,Machines
35107,TEC-PH-6348,VTech DS6151,Technology,Phones
44156,OFF-AP-3571,"Breville Microwave, Red",Office Supplies,Appliances
14184,TEC-MA-6142,"StarTech Inkjet, Wireless",Technology,Machines
21111,TEC-CO-4578,"Hewlett Fax Machine, Laser",Technology,Copiers
14643,TEC-PH-5342,"Nokia Headset, with Caller ID",Technology,Phones
25036,FUR-TA-3772,"Chromcraft Round Table, with Bottom Storage",Furniture,Tables
16734,OFF-AP-4964,"KitchenAid Stove, Black",Office Supplies,Appliances
23065,FUR-CH-5453,"Office Star Steel Folding Chair, Set of Two",Furniture,Chairs
36599,OFF-LA-3191,Avery 473,Office Supplies,Labels
22380,FUR-CH-4702,"Hon Swivel Stool, Black",Furniture,Chairs
18347,TEC-MA-4207,"Epson Printer, White",Technology,Machines
10562,TEC-CO-5991,"Sharp Copy Machine, High-Speed",Technology,Copiers
8063,FUR-BO-3890,"Dania Classic Bookcase, Mobile",Furniture,Bookcases
2696,FUR-TA-5058,"Lesro Conference Table, Fully Assembled",Furniture,Tables
44482,OFF-ST-4078,"Eldon Lockers, Blue",Office Supplies,Storage
50956,TEC-PH-3805,"Cisco Smart Phone, Cordless",Technology,Phones
22144,TEC-MA-5013,"Konica Phone, Wireless",Technology,Machines
49877,TEC-PH-5846,"Samsung Speaker Phone, with Caller ID",Technology,Phones
21911,OFF-AP-4732,"Hoover Microwave, Silver",Office Supplies,Appliances
20533,TEC-PH-5836,"Samsung Signal Booster, Full Size",Technology,Phones
20034,TEC-AC-5116,"Logitech Keyboard, Erganomic",Technology,Accessories
36940,OFF-EN-6350,Wausau Papers Astrobrights Colored Envelopes,Office Supplies,Envelopes
40219,FUR-FU-5164,Magna Visual Magnetic Picture Hangers,Furniture,Furnishings
9618,FUR-CH-5446,"Office Star Rocking Chair, Adjustable",Furniture,Chairs
20359,TEC-PH-5339,"Nokia Headset, Cordless",Technology,Phones
29379,OFF-ST-4264,"Fellowes Folders, Wire Frame",Office Supplies,Storage
35103,OFF-AR-5294,Newell 317,Office Supplies,Art
45568,FUR-BO-5762,"Safco Classic Bookcase, Pine",Furniture,Bookcases
21636,FUR-BO-3627,"Bush Classic Bookcase, Traditional",Furniture,Bookcases
42483,OFF-ST-4266,"Fellowes Lockers, Blue",Office Supplies,Storage
19307,TEC-MA-5577,"Panasonic Receipt Printer, White",Technology,Machines
7828,TEC-AC-5223,"Memorex Router, Bluetooth",Technology,Accessories
9595,OFF-ST-6047,"Smead Lockers, Industrial",Office Supplies,Storage
46866,OFF-ST-4267,"Fellowes Lockers, Industrial",Office Supplies,Storage
9703,FUR-CH-5413,"Novimex Swivel Stool, Red",Furniture,Chairs
27340,FUR-CH-4561,"Harbour Creations Swivel Stool, Adjustable",Furniture,Chairs
8026,FUR-BO-5763,"Safco Classic Bookcase, Traditional",Furniture,Bookcases
37152,OFF-SU-6164,Stiletto Hand Letter Openers,Office Supplies,Supplies
42613,OFF-ST-6264,"Tenex Lockers, Wire Frame",Office Supplies,Storage
18093,OFF-AP-4963,"KitchenAid Refrigerator, White",Office Supplies,Appliances
13323,TEC-CO-6009,"Sharp Wireless Fax, Color",Technology,Copiers
25002,TEC-MA-5002,"Konica Card Printer, Durable",Technology,Machines
24083,FUR-CH-4654,"Hon Executive Leather Armchair, Adjustable",Furniture,Chairs
8066,TEC-PH-3128,"Apple Audio Dock, Full Size",Technology,Phones
19057,TEC-PH-3807,"Cisco Smart Phone, with Caller ID",Technology,Phones
12517,FUR-BO-4867,"Ikea Stackable Bookrack, Traditional",Furniture,Bookcases
9187,OFF-AP-4724,"Hoover Coffee Grinder, Silver",Office Supplies,Appliances
12133,FUR-BO-5763,"Safco Classic Bookcase, Traditional",Furniture,Bookcases
13561,OFF-ST-4296,"Fellowes Trays, Wire Frame",Office Supplies,Storage
37151,OFF-ST-5590,"Perma STOR-ALL Hanging File Box, 13 1/8""W x 12 1/4""D x 10 1/2""H",Office Supplies,Storage
35105,OFF-BI-6018,"SlimView Poly Binder, 3/8""",Office Supplies,Binders
35104,OFF-BI-6407,Wilson Jones Leather-Like Binders with DublLock Round Rings,Office Supplies,Binders
9297,TEC-CO-5991,"Sharp Copy Machine, High-Speed",Technology,Copiers
792,FUR-BO-4861,"Ikea Library with Doors, Mobile",Furniture,Bookcases
37154,FUR-FU-4054,"Eldon Expressions Wood Desk Accessories, Oak",Furniture,Furnishings
37153,OFF-BI-3319,Avery Self-Adhesive Photo Pockets for Polaroid Photos,Office Supplies,Binders
35505,FUR-CH-4674,Hon Pagoda Stacking Chairs,Furniture,Chairs
51080,FUR-CH-5806,"SAFCO Swivel Stool, Black",Furniture,Chairs
16404,TEC-MA-6141,"StarTech Inkjet, White",Technology,Machines
14131,OFF-ST-6247,"Tenex File Cart, Industrial",Office Supplies,Storage
2868,TEC-PH-3786,"Cisco Audio Dock, VoIP",Technology,Phones
47642,TEC-CO-3609,"Brother Wireless Fax, Digital",Technology,Copiers
35566,FUR-TA-3754,"Chromcraft Bull-Nose Wood Round Conference Table Top, Wood Base",Furniture,Tables
41835,OFF-ST-6047,"Smead Lockers, Industrial",Office Supplies,Storage
1466,TEC-CO-3608,"Brother Wireless Fax, Color",Technology,Copiers
2303,OFF-AP-4958,"KitchenAid Microwave, Silver",Office Supplies,Appliances
12322,OFF-ST-4057,"Eldon File Cart, Single Width",Office Supplies,Storage
33312,OFF-ST-6289,Tennsco Double-Tier Lockers,Office Supplies,Storage
7440,FUR-CH-5773,"SAFCO Executive Leather Armchair, Adjustable",Furniture,Chairs
22860,FUR-FU-3943,"Deflect-O Frame, Erganomic",Furniture,Furnishings
22866,TEC-PH-5350,"Nokia Signal Booster, Cordless",Technology,Phones
41470,TEC-PH-3148,"Apple Smart Phone, Full Size",Technology,Phones
14380,TEC-CO-4577,"Hewlett Fax Machine, High-Speed",Technology,Copiers
27625,FUR-CH-5378,"Novimex Executive Leather Armchair, Adjustable",Furniture,Chairs
12942,FUR-BO-3624,"Bush Classic Bookcase, Metal",Furniture,Bookcases
19569,TEC-CO-3589,"Brother Copy Machine, Laser",Technology,Copiers
19871,TEC-PH-3130,"Apple Audio Dock, with Caller ID",Technology,Phones
24495,TEC-CO-6008,"Sharp Personal Copier, Laser",Technology,Copiers
35506,FUR-TA-3752,"Chromcraft Bull-Nose Wood 48"" x 96"" Rectangular Conference Tables",Furniture,Tables
47872,OFF-ST-6047,"Smead Lockers, Industrial",Office Supplies,Storage
37881,TEC-PH-5365,Nortel Networks T7316 E Nt8 B27,Technology,Phones
33310,FUR-CH-5431,Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat,Furniture,Chairs
29981,TEC-CO-3703,"Canon Personal Copier, Color",Technology,Copiers
5442,FUR-CH-5803,"SAFCO Steel Folding Chair, Set of Two",Furniture,Chairs
24979,FUR-BO-5966,"Sauder Library with Doors, Metal",Furniture,Bookcases
45474,TEC-AC-5894,"SanDisk Router, Bluetooth",Technology,Accessories
44571,TEC-CO-4591,"Hewlett Wireless Fax, Digital",Technology,Copiers
37886,OFF-SU-5635,Premier Electric Letter Opener,Office Supplies,Supplies
50095,TEC-MA-5574,"Panasonic Printer, Wireless",Technology,Machines
37486,TEC-PH-3809,Cisco SPA 502G IP Phone,Technology,Phones
6752,TEC-CO-4776,"HP Fax Machine, Laser",Technology,Copiers
49282,TEC-AC-4187,"Enermax Router, Programmable",Technology,Accessories
37884,FUR-BO-3651,"Bush Westfield Collection Bookcases, Fully Assembled",Furniture,Bookcases
28948,OFF-AP-4730,"Hoover Microwave, Black",Office Supplies,Appliances
26155,OFF-ST-6047,"Smead Lockers, Industrial",Office Supplies,Storage
39733,OFF-BI-6401,Wilson Jones Impact Binders,Office Supplies,Binders
2537,FUR-CH-4684,"Hon Rocking Chair, Set of Two",Furniture,Chairs
15210,FUR-BO-5961,"Sauder Floating Shelf Set, Pine",Furniture,Bookcases
21324,TEC-CO-4785,"HP Personal Copier, Digital",Technology,Copiers
42343,TEC-MA-6145,"StarTech Phone, White",Technology,Machines
37880,OFF-AR-3408,Berol Giant Pencil Sharpener,Office Supplies,Art
44493,TEC-CO-3611,"Brother Wireless Fax, Laser",Technology,Copiers
22916,FUR-BO-4850,"Ikea Classic Bookcase, Pine",Furniture,Bookcases
24204,OFF-ST-4081,"Eldon Lockers, Wire Frame",Office Supplies,Storage
45827,FUR-BO-5786,"Safco Library with Doors, Mobile",Furniture,Bookcases
6094,TEC-PH-5341,"Nokia Headset, VoIP",Technology,Phones
35502,FUR-FU-4054,"Eldon Expressions Wood Desk Accessories, Oak",Furniture,Furnishings
29362,TEC-CO-6010,"Sharp Wireless Fax, Digital",Technology,Copiers
45076,TEC-PH-3147,"Apple Smart Phone, Cordless",Technology,Phones
1499,FUR-BO-4865,"Ikea Stackable Bookrack, Mobile",Furniture,Bookcases
31217,TEC-AC-5122,"Logitech Memory Card, Erganomic",Technology,Accessories
17054,TEC-CO-3679,"Canon Copy Machine, Digital",Technology,Copiers
12471,FUR-BO-5941,"Sauder 3-Shelf Cabinet, Mobile",Furniture,Bookcases
6049,FUR-TA-3766,"Chromcraft Conference Table, with Bottom Storage",Furniture,Tables
35500,OFF-AR-5156,Lumber Crayons,Office Supplies,Art
28467,FUR-CH-4563,"Harbour Creations Swivel Stool, Red",Furniture,Chairs
23159,FUR-TA-3349,"Barricks Round Table, Fully Assembled",Furniture,Tables
16683,OFF-AP-4957,"KitchenAid Microwave, Red",Office Supplies,Appliances
12012,TEC-CO-3679,"Canon Copy Machine, Digital",Technology,Copiers
26659,FUR-BO-5966,"Sauder Library with Doors, Metal",Furniture,Bookcases
33743,OFF-EN-2848,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",Office Supplies,Envelopes
20700,TEC-AC-5134,"Logitech Router, Bluetooth",Technology,Accessories
7061,FUR-BO-5746,"Safco 3-Shelf Cabinet, Mobile",Furniture,Bookcases
3203,FUR-CH-4702,"Hon Swivel Stool, Black",Furniture,Chairs
27512,FUR-BO-5959,"Sauder Floating Shelf Set, Metal",Furniture,Bookcases
19041,OFF-ST-6031,"Smead File Cart, Blue",Office Supplies,Storage
8259,TEC-AC-5896,"SanDisk Router, Programmable",Technology,Accessories
48563,OFF-ST-5701,"Rogers Lockers, Industrial",Office Supplies,Storage
9859,OFF-AP-3570,"Breville Microwave, Black",Office Supplies,Appliances
13186,FUR-CH-4522,"Harbour Creations Chairmat, Adjustable",Furniture,Chairs
1398,TEC-AC-5115,"Logitech Keyboard, Bluetooth",Technology,Accessories
17126,OFF-ST-6264,"Tenex Lockers, Wire Frame",Office Supplies,Storage
1928,TEC-PH-3130,"Apple Audio Dock, with Caller ID",Technology,Phones
39560,OFF-BI-4567,Heavy-Duty E-Z-D Binders,Office Supplies,Binders
43742,OFF-ST-4267,"Fellowes Lockers, Industrial",Office Supplies,Storage
25539,TEC-CO-4767,"HP Copy Machine, Laser",Technology,Copiers
43510,FUR-BO-4862,"Ikea Library with Doors, Pine",Furniture,Bookcases
24524,TEC-MA-5005,"Konica Card Printer, Wireless",Technology,Machines
3977,TEC-PH-3818,"Cisco Speaker Phone, with Caller ID",Technology,Phones
47638,FUR-BO-3636,"Bush Floating Shelf Set, Pine",Furniture,Bookcases
29473,OFF-AP-4508,"Hamilton Beach Stove, White",Office Supplies,Appliances
21803,TEC-AC-4163,"Enermax Memory Card, Bluetooth",Technology,Accessories
2536,TEC-PH-3805,"Cisco Smart Phone, Cordless",Technology,Phones
11116,TEC-AC-5894,"SanDisk Router, Bluetooth",Technology,Accessories
37883,OFF-AR-5330,Newell 35,Office Supplies,Art
13325,OFF-ST-6046,"Smead Lockers, Blue",Office Supplies,Storage
27884,OFF-AP-3572,"Breville Microwave, Silver",Office Supplies,Appliances
17596,TEC-CO-4787,"HP Personal Copier, Laser",Technology,Copiers
16552,TEC-CO-4568,"Hewlett Copy Machine, Color",Technology,Copiers
28893,OFF-ST-6248,"Tenex File Cart, Single Width",Office Supplies,Storage
49845,FUR-BO-3886,"Dania 3-Shelf Cabinet, Mobile",Furniture,Bookcases
35501,OFF-PA-5716,"RSVP Cards & Envelopes, Blank White, 8-1/2"" X 11"", 24 Cards/25 Envelopes/Set",Office Supplies,Paper
18385,TEC-MA-5008,"Konica Inkjet, Wireless",Technology,Machines
35504,FUR-FU-4109,Eldon Wave Desk Accessories,Furniture,Furnishings
23952,FUR-TA-5074,"Lesro Wood Table, with Bottom Storage",Furniture,Tables
14626,TEC-AC-3390,"Belkin Memory Card, Programmable",Technology,Accessories
42321,FUR-BO-3904,"Dania Library with Doors, Traditional",Furniture,Bookcases
25949,FUR-CH-4563,"Harbour Creations Swivel Stool, Red",Furniture,Chairs
49312,TEC-CO-4777,"HP Ink, Color",Technology,Copiers
48475,TEC-PH-5843,"Samsung Speaker Phone, Cordless",Technology,Phones
22044,TEC-PH-5815,"Samsung Audio Dock, with Caller ID",Technology,Phones
523,TEC-CO-3596,"Brother Fax Machine, Digital",Technology,Copiers
14096,TEC-AC-3404,"Belkin Router, Programmable",Technology,Accessories
18063,OFF-ST-5702,"Rogers Lockers, Single Width",Office Supplies,Storage
14576,TEC-MA-4197,"Epson Inkjet, Durable",Technology,Machines
6403,TEC-AC-3403,"Belkin Router, Erganomic",Technology,Accessories
12768,OFF-AP-3580,"Breville Stove, Silver",Office Supplies,Appliances
27852,FUR-TA-3755,"Chromcraft Coffee Table, Adjustable Height",Furniture,Tables
43635,OFF-AR-3489,"Binney & Smith Markers, Easy-Erase",Office Supplies,Art
17498,OFF-ST-4056,"Eldon File Cart, Industrial",Office Supplies,Storage
777,FUR-BO-4845,"Ikea 3-Shelf Cabinet, Mobile",Furniture,Bookcases
35503,OFF-BI-4364,GBC Recycled VeloBinder Covers,Office Supplies,Binders
10786,TEC-PH-3153,"Apple Speaker Phone, with Caller ID",Technology,Phones
19149,OFF-AP-4722,"Hoover Coffee Grinder, Black",Office Supplies,Appliances
12655,FUR-FU-5730,"Rubbermaid Frame, Erganomic",Furniture,Furnishings
22127,OFF-AP-3872,"Cuisinart Stove, Black",Office Supplies,Appliances
20990,TEC-PH-3806,"Cisco Smart Phone, Full Size",Technology,Phones
50499,FUR-CH-5380,"Novimex Executive Leather Armchair, Red",Furniture,Chairs
1085,TEC-CO-3709,"Canon Wireless Fax, High-Speed",Technology,Copiers
15521,FUR-CH-5412,"Novimex Swivel Stool, Black",Furniture,Chairs
1795,FUR-CH-5457,"Office Star Swivel Stool, Set of Two",Furniture,Chairs
8545,TEC-MA-5498,"Okidata Card Printer, Red",Technology,Machines
16652,TEC-PH-5347,"Nokia Office Telephone, Full Size",Technology,Phones
49218,OFF-AP-4963,"KitchenAid Refrigerator, White",Office Supplies,Appliances
1260,OFF-AP-4730,"Hoover Microwave, Black",Office Supplies,Appliances
12610,FUR-BO-3625,"Bush Classic Bookcase, Mobile",Furniture,Bookcases
13223,OFF-BI-3256,"Avery Binding Machine, Durable",Office Supplies,Binders
18666,OFF-AP-3867,"Cuisinart Microwave, White",Office Supplies,Appliances
44396,FUR-TA-3769,"Chromcraft Round Table, Adjustable Height",Furniture,Tables
18564,OFF-AR-3527,"Boston Canvas, Fluorescent",Office Supplies,Art
11581,FUR-BO-3647,"Bush Stackable Bookrack, Pine",Furniture,Bookcases
41594,TEC-CO-3587,"Brother Copy Machine, Color",Technology,Copiers
10387,TEC-MA-5574,"Panasonic Printer, Wireless",Technology,Machines
28892,FUR-CH-5456,"Office Star Swivel Stool, Red",Furniture,Chairs
2576,FUR-CH-5442,"Office Star Executive Leather Armchair, Black",Furniture,Chairs
11163,TEC-PH-5265,"Motorola Signal Booster, VoIP",Technology,Phones
28500,TEC-CO-4789,"HP Wireless Fax, Color",Technology,Copiers
21496,FUR-CH-5776,"SAFCO Executive Leather Armchair, Set of Two",Furniture,Chairs
37882,FUR-FU-5679,Regeneration Desk Collection,Furniture,Furnishings
727,TEC-CO-6012,"Sharp Wireless Fax, Laser",Technology,Copiers
45011,TEC-CO-4573,"Hewlett Fax and Copier, High-Speed",Technology,Copiers
29090,TEC-PH-5845,"Samsung Speaker Phone, VoIP",Technology,Phones
20852,OFF-ST-4268,"Fellowes Lockers, Single Width",Office Supplies,Storage
6029,FUR-TA-3779,"Chromcraft Wood Table, Rectangular",Furniture,Tables
45516,FUR-BO-4861,"Ikea Library with Doors, Mobile",Furniture,Bookcases
26534,TEC-CO-4578,"Hewlett Fax Machine, Laser",Technology,Copiers
33311,OFF-PA-6086,Southworth Parchment Paper & Envelopes,Office Supplies,Paper
11498,OFF-AP-3873,"Cuisinart Stove, Red",Office Supplies,Appliances
22695,FUR-FU-5729,"Rubbermaid Frame, Durable",Furniture,Furnishings
27231,TEC-MA-6153,"StarTech Receipt Printer, White",Technology,Machines
49623,FUR-BO-5762,"Safco Classic Bookcase, Pine",Furniture,Bookcases
37885,OFF-BI-3729,Cardinal Holdit Business Card Pockets,Office Supplies,Binders
